iso3,year,energy_per_capita,co2,co2_per_capita,life_expectancy,gdp_per_capita,gini,night_lights,electricity_access_pct,life_exp_female,life_exp_male
EGY,2020,9028.076,246.323,2.253,69.7897,15309.236,,4607542.816666666,100.0,71.958,67.691
EMU,2001,,,,,,,,99.99397565,81.84993043,75.40254493
EMU,2005,,,,,,,,99.98911807,82.51001948,76.39744084
EMU,2010,,,,,,,,99.99604491,83.65806772,77.88825706
EMU,2015,,,,,,,,100.0,84.24198639,78.93549029
EMU,2020,,,,,,,,100.0,84.14958779,78.95975366
ERI,2001,1230.681,0.637,0.276,58.3587,,,,30.3,59.972,56.691
ERI,2005,1273.534,0.586,0.22,60.6276,,,,34.5,62.339,58.877
ERI,2010,697.415,0.468,0.159,63.6653,,,,40.1,65.486,61.795
ERI,2015,757.389,0.557,0.18,65.9094,,,29872.433316666666,45.8,67.897,63.856
ERI,2020,770.89,0.641,0.195,66.9802,,,133008.55583333332,51.4,69.264,64.627
ESH,2001,3748.601,,,63.2225,,,,,,
ESH,2005,3156.431,,,65.2223,,,,,,
ESH,2010,2609.237,,,67.492,,,,,,
ESH,2015,2196.748,,,69.2753,,,,,,
ESH,2020,1891.034,,,70.6126,,,,,,
ESP,2001,38478.77,311.031,7.541,79.7387,41224.293,,,100.0,82.8,76.1
ESP,2005,40272.441,367.447,8.359,80.3196,43570.766,0.32431775,,100.0,83.5,77.0
ESP,2010,36130.066,282.585,6.033,82.0063,42695.527,0.35244483,,100.0,84.7,78.7
ESP,2015,33697.984,270.248,5.789,82.6109,43053.76,0.36178336,3621281.4525,100.0,85.7,80.1
ESP,2020,29844.311,211.765,4.441,82.2413,41553.45,0.34863642,3863891.823333333,100.0,85.1,79.5
EST,2001,41671.984,15.87,11.432,70.8336,22099.34,,,100.0,76.2,64.6
EST,2005,47581.875,17.09,12.614,73.0276,30473.78,0.33446768,,100.0,78.1,67.3
EST,2010,54939.371,18.965,14.244,75.8816,30379.11,0.31999838,,100.0,80.5,70.6
EST,2015,52205.723,15.78,12.004,77.665,36729.81,0.32667875,146391.07083333333,100.0,82.2,73.2
EST,2020,44173.07,9.198,6.918,78.8929,41340.766,0.30737072,151788.69666666666,100.0,83.0,74.4
ETH,2001,244.971,4.265,0.061,51.4276,851.3134,,,10.2,52.079,50.777
ETH,2005,297.265,4.956,0.063,54.364,952.11566,,,14.0,55.663,53.092
ETH,2010,360.906,6.344,0.07,59.7094,1381.1904,0.33170602,,25.5,61.971,57.542
ETH,2015,533.245,12.564,0.121,63.592,1957.4146,0.34993124,513301.52499999997,29.0,66.353,60.962
ETH,2020,576.794,16.735,0.141,65.9688,2516.549,,1323988.5525,51.1,69.368,62.779
EUU,2001,,,,,,,,99.50504448,80.81765128,74.20502385
EUU,2005,,,,,,,,99.59137073,81.55067957,75.16682412
EUU,2010,,,,,,,,99.75539725,82.75655716,76.67463548
EUU,2015,,,,,,,,99.8929116,83.46213101,77.82894224
EUU,2020,,,,,,,,99.99560229,83.30214084,77.72894166
FCS,2001,,,,,,,,40.94297789,57.66236916,53.87482773
FCS,2005,,,,,,,,42.68454665,59.14496555,55.25442175
FCS,2010,,,,,,,,45.99249265,61.23041504,57.51366064
FCS,2015,,,,,,,,50.04322377,62.94820966,58.62844088
FCS,2020,,,,,,,,56.30104905,64.44520687,59.78544898
FIN,2001,70720.75,62.52,12.051,78.1423,48099.3,,,100.0,81.5,74.6
FIN,2005,68155.766,57.064,10.877,78.9711,52744.047,0.27619493,,100.0,82.3,75.5
FIN,2010,69227.961,64.092,11.95,80.0116,54017.945,0.27713963,,100.0,83.2,76.7
FIN,2015,60020.715,44.192,8.065,81.3775,52782.49,0.27101812,1827846.0725,100.0,84.4,78.7
FIN,2020,56776.664,37.72,6.821,81.8219,55424.86,0.27091044,1811702.0916666668,100.0,84.8,79.2
FJI,2001,8554.759,1.004,1.182,66.2047,9516.328,,,77.7,68.627,64.029
FJI,2005,8964.815,1.022,1.159,65.9826,10127.111,,,81.6,68.245,63.937
FJI,2010,8167.591,1.03,1.131,66.7782,10167.35,,,92.4,68.928,64.803
FJI,2015,7343.387,1.462,1.592,66.4798,12131.092,,9597.091666666667,93.2,69.003,64.199
FJI,2020,5581.005,1.37,1.498,66.924,11254.97,,24216.650833333333,97.1,69.322,64.701
FLK,2001,40835.156,,,72.2665,,,,,,
FLK,2005,51960.195,,,75.341,,,,,,
FLK,2010,56495.117,,,77.7285,,,,,,
FLK,2015,55352.488,,,78.4296,,,,,,
FLK,2020,46219.578,,,78.7753,,,,,,
FRA,2001,52467.105,411.592,6.871,79.2208,46454.87,0.3253329,,100.0,83.0,75.5
FRA,2005,51181.828,416.343,6.756,80.3367,48257.465,0.29833868,,100.0,83.8,76.7
FRA,2010,47325.102,377.079,5.946,81.4047,49130.42,0.3372042,,100.0,85.3,78.2
FRA,2015,43493.348,332.131,5.116,82.1487,50682.895,0.3270423,3603130.466666667,100.0,85.6,79.2
FRA,2020,37087.582,281.515,4.272,82.1993,49311.332,0.3066147,3685550.983333333,100.0,85.3,79.2
FRO,2001,73191.297,0.762,16.474,78.3251,,,,100.0,81.3,76.0
FRO,2005,67507.414,0.722,14.918,78.365,,,,100.0,81.9,77.1
FRO,2010,63223.465,0.627,13.001,78.7314,50782.34,,,100.0,83.2,78.2
FRO,2015,63128.516,0.608,12.434,79.4259,63139.805,,,100.0,84.2,79.5
FRO,2020,62419.199,0.758,14.415,79.9822,65136.57,,,100.0,85.0,80.4
FSM,2001,5320.636,0.165,1.467,64.8013,3679.1907,,,48.4,68.029,61.825
FSM,2005,4420.617,0.114,1.019,64.9065,3747.8838,0.423558,,55.2,68.047,62.005
FSM,2010,4418.646,0.103,0.954,64.8919,3842.236,,,64.5,67.957,62.039
FSM,2015,6519.017,0.143,1.314,65.3065,3788.934,,,73.0,68.255,62.499
FSM,2020,4220.686,0.143,1.288,65.8776,3850.5305,,,81.9,69.659,62.395
GAB,2001,8111.498,6.48,4.948,61.9818,21604.781,,,77.2,63.367,60.559
GAB,2005,7925.227,6.223,4.252,62.978,20385.29,0.42184988,,81.6,64.477,61.468
GAB,2010,8195.542,5.528,3.214,64.7148,18530.576,,,89.3,66.755,62.767
GAB,2015,9274.311,5.772,2.828,66.3361,20147.71,,217336.9275,87.3,68.653,64.221
GAB,2020,6890.016,5.636,2.427,67.0725,18681.484,,358982.44916666666,91.1,69.716,64.725
GBR,2001,45402.168,577.971,9.749,78.1208,44189.855,0.37086216,,100.0,80.4,75.7
GBR,2005,44766.648,570.338,9.412,79.1061,47804.785,0.35485032,,100.0,81.2,77.0
GBR,2010,39284.031,511.905,8.125,80.3908,47013.883,0.337056,,100.0,82.4,78.5
GBR,2015,34863.801,422.461,6.461,80.919,49983.348,0.33311963,2240141.625,100.0,82.8,79.2
GBR,2020,29440.082,326.263,4.844,80.3854,47144.723,0.32644576,2002993.3458333332,100.0,82.4,78.362
GEO,2001,6177.211,3.723,0.884,70.3705,6074.0864,0.39555073,,99.8,73.865,66.457
GEO,2005,8406.767,5.046,1.253,70.6895,8485.587,0.3737492,,97.9,74.655,66.384
GEO,2010,10140.206,6.29,1.614,71.7318,11294.368,0.39458388,,100.0,76.386,66.9
GEO,2015,14169.949,9.791,2.582,73.241,14936.844,0.36503676,144524.57833333334,100.0,77.855,68.482
GEO,2020,14982.609,10.378,2.734,73.5094,17031.145,0.3446497,224216.4475,100.0,78.254,68.611
GGY,2001,,,,79.487,,,,,,
GGY,2005,,,,80.7315,,,,,,
GGY,2010,,,,82.3105,,,,,,
GGY,2015,,,,82.7496,,,,,,
GGY,2020,,,,83.3459,,,,,,
GHA,2001,1417.99,5.969,0.296,58.403,3369.507,,,44.8,59.614,57.179
GHA,2005,1418.509,6.113,0.272,59.6381,3721.3079,0.42756242,,41.3,60.915,58.353
GHA,2010,1644.755,8.943,0.351,61.2974,4495.689,,,64.2,62.812,59.79
GHA,2015,2515.086,14.568,0.508,63.1749,5607.366,,286585.2225,74.0,65.063,61.317
GHA,2020,2952.878,19.164,0.601,64.3089,6412.6855,,701183.0783333333,85.4,66.671,62.028
GIB,2001,,,,80.4187,,,,99.9,81.883,78.683
GIB,2005,,,,80.9906,,,,99.7,82.979,78.788
GIB,2010,,,,82.0797,,,,100.0,84.642,79.403
GIB,2015,,,,82.6682,,,,100.0,85.35,79.929
GIB,2020,,,,83.0698,,,,100.0,85.69,80.423
GIN,2001,868.498,1.517,0.178,52.669,2412.7517,,,16.4,53.281,52.034
GIN,2005,917.85,1.784,0.193,54.4217,2501.2217,,,20.2,55.184,53.611
GIN,2010,1101.525,2.459,0.236,56.4305,2594.8306,,,28.1,57.607,55.186
GIN,2015,1024.496,2.454,0.209,57.8986,2869.8516,,161628.51666666666,34.9,59.092,56.634
GIN,2020,1580.174,4.43,0.331,59.3499,3630.9934,,372241.98333333334,44.7,60.654,57.963
GLP,2001,21536.145,,,77.2667,,,,,,
GLP,2005,22357.498,,,78.1836,,,,,,
GLP,2010,23611.496,,,80.12,,,,,,
GLP,2015,0.0,,,81.2679,,,,,,
GLP,2020,0.0,,,80.6481,,,,,,
GMB,2001,922.175,0.3,0.201,57.2832,2737.696,,,29.9,59.278,55.379
GMB,2005,877.008,0.319,0.191,59.1098,2653.6423,,,30.5,60.747,57.506
GMB,2010,1039.434,0.432,0.224,61.1675,2824.2126,0.4356842,,46.8,62.434,59.897
GMB,2015,1039.699,0.583,0.262,62.9713,2495.9575,0.35918832,9425.743333333334,54.7,64.251,61.677
GMB,2020,707.13,0.7,0.278,64.4183,2702.319,0.38757205,19131.760833333334,62.2,66.122,62.713
GNB,2001,804.879,0.048,0.038,51.0536,2001.1652,,,,53.198,48.868
GNB,2005,914.601,0.092,0.066,52.9489,2035.6814,,,5.2,54.93,50.894
GNB,2010,907.776,0.103,0.065,56.9992,2138.0269,0.5060209,,6.0,58.929,54.956
GNB,2015,915.198,0.154,0.086,60.0708,2203.485,,21006.065,20.1,62.119,57.887
GNB,2020,700.371,0.311,0.155,61.343,2413.6792,,42690.824166666665,33.4,63.684,58.872
GNQ,2001,2431.848,3.091,4.122,53.8271,18031.965,,,64.9,55.183,52.468
GNQ,2005,23846.643,6.206,6.551,55.7659,31302.957,,,65.0,57.095,54.406
GNQ,2010,25871.473,6.377,5.363,58.3445,33668.875,,,66.1,59.812,56.926
GNQ,2015,18664.068,7.01,4.821,60.6347,27797.795,,39876.015,66.1,62.29,59.115
GNQ,2020,13697.065,6.39,3.722,62.1408,17089.154,,49014.09583333333,66.7,64.222,60.349
GRC,2001,34678.711,105.361,9.717,78.9087,32675.93,,,100.0,81.0,75.9
GRC,2005,36389.727,113.889,10.371,79.6505,38146.965,0.3459669,,100.0,81.8,76.8
GRC,2010,34018.004,97.354,8.751,80.5727,37566.75,0.3409876,,100.0,83.0,77.9
GRC,2015,28807.652,74.927,6.924,80.7894,31347.977,0.35996836,664346.2883333333,100.0,83.7,78.5
GRC,2020,25885.402,55.577,5.194,81.5361,30487.113,0.33558115,904645.5741666667,100.0,83.9,78.8
GRD,2001,8319.157,0.194,1.798,73.0336,11340.183,,,86.3,75.853,70.362
GRD,2005,9087.532,0.216,1.97,73.7003,14220.552,,,87.5,76.566,71.025
GRD,2010,10500.906,0.256,2.298,74.7308,13363.092,,,89.4,77.462,72.214
GRD,2015,10314.098,0.26,2.268,75.0375,15145.972,,,91.4,77.956,72.39
GRD,2020,11380.898,0.289,2.488,75.019,14656.721,,,93.4,78.207,72.168
GRL,2001,43634.898,0.618,10.948,66.2727,45405.855,,,100.0,68.86,63.66
GRL,2005,53322.676,0.627,11.001,67.7693,52189.0,,,100.0,70.96,65.64
GRL,2010,67576.227,0.661,11.666,68.4548,61863.28,,,100.0,72.36,67.91
GRL,2015,51576.773,0.548,9.77,70.2341,63364.055,,,100.0,73.62,69.44
GRL,2020,46170.637,0.55,9.794,70.1558,68533.734,,,100.0,74.13,69.68
GTM,2001,3732.116,10.147,0.848,67.4365,8771.155,,,73.7,70.644,64.356
GTM,2005,3554.738,12.038,0.92,68.167,9099.723,,,78.3,71.339,65.088
GTM,2010,3625.891,10.817,0.746,69.885,9825.018,,,84.3,72.841,66.975
GTM,2015,4535.181,15.449,0.967,70.9148,10785.958,,197155.71583333332,90.5,73.555,68.306
GTM,2020,5189.646,17.157,0.988,69.9707,11097.15,,293574.20416666666,96.6,73.169,66.954
GUF,2001,18092.258,,,73.3225,,,,,,
GUF,2005,16195.714,,,74.1342,,,,,,
GUF,2010,16360.515,,,75.8516,,,,,,
GUF,2015,0.0,,,76.6314,,,,,,
GUF,2020,0.0,,,77.5067,,,,,,
GUM,2001,120034.234,,,75.1948,,,,100.0,78.064,72.552
GUM,2005,94379.5,,,76.4271,,,,100.0,79.292,73.813
GUM,2010,63279.223,,,76.0954,,,,100.0,79.846,72.757
GUM,2015,52109.426,,,76.4438,,,,100.0,80.73,72.692
GUM,2020,43350.199,,,75.5289,,,,100.0,80.254,71.536
GUY,2001,8706.563,1.74,2.277,64.3804,8212.043,,,75.1,67.837,61.285
GUY,2005,8049.838,1.616,2.124,64.392,8256.525,,,77.5,67.704,61.398
GUY,2010,9555.978,1.883,2.514,66.2043,10374.395,,,83.3,69.672,63.066
GUY,2015,11060.597,1.964,2.588,67.7193,12040.083,,91647.42166666668,88.0,71.527,64.214
GUY,2020,12078.3,3.1,3.839,67.751,19234.13,,253350.04333333333,92.3,71.884,63.99
HIC,2001,,,,,,,,99.46644307,79.78793612,73.07169542
HIC,2005,,,,,,,,99.53323292,80.49354214,73.96769087
HIC,2010,,,,,,,,99.78185107,81.75473697,75.66988901
HIC,2015,,,,,,,,99.44125601,82.49261006,76.7829404
HIC,2020,,,,,,,,99.96830638,82.23932425,76.3904546
HKG,2001,36819.168,37.289,5.504,80.992,39777.883,,,100.0,84.6,78.39
HKG,2005,39095.801,43.334,6.273,81.6752,47938.895,,,100.0,84.59,78.77
HKG,2010,45226.09,40.063,5.641,82.8592,56355.402,,,100.0,86.0,80.06
HKG,2015,44316.551,42.404,5.756,84.147,62779.72,,,100.0,87.29,81.36
HKG,2020,34437.906,33.513,4.474,84.7073,61328.54,,,100.0,87.75,83.35
HND,2001,3388.793,5.665,0.838,68.4906,4578.9478,0.55351347,,64.2,70.732,66.406
HND,2005,3841.447,6.835,0.914,69.1982,5056.6753,0.5947673,,68.9,71.493,67.067
HND,2010,3909.145,8.107,0.969,69.7697,5396.0723,0.5308564,,81.0,72.149,67.557
HND,2015,4790.05,10.898,1.18,71.323,5812.5347,0.49248698,189381.75166666668,90.0,73.827,68.966
HND,2020,4385.581,9.977,0.986,70.864,5603.264,,266445.1775,93.1,73.814,68.172
HPC,2001,,,,,,,,18.69723553,54.88497037,52.19439307
HPC,2005,,,,,,,,21.66560703,57.29184991,54.27742455
HPC,2010,,,,,,,,28.6794313,60.44212023,57.03644449
HPC,2015,,,,,,,,35.45323342,63.61311638,59.53878583
HPC,2020,,,,,,,,46.34059887,65.63891866,60.60582685
HRV,2001,23602.701,20.776,4.83,74.3547,22826.932,,,100.0,78.17,71.03
HRV,2005,25333.199,23.296,5.4,75.5705,27641.578,,,99.9,78.83,71.83
HRV,2010,25171.242,20.978,4.877,76.6761,28704.527,0.32372993,,100.0,79.6,73.5
HRV,2015,21755.934,17.794,4.253,77.6329,29471.752,0.3111313,287276.1325,100.0,80.4,74.3
HRV,2020,23110.982,16.87,4.267,77.4972,32493.625,0.29543304,351000.5233333334,100.0,80.7,74.5
HTI,2001,832.129,1.466,0.173,58.5914,3186.834,0.58991164,,31.5,60.361,56.823
HTI,2005,965.684,1.715,0.189,60.3182,3163.1138,,,34.5,62.465,58.209
HTI,2010,892.691,2.129,0.217,45.5768,3195.2483,,,37.2,45.679,45.441
HTI,2015,1275.72,2.654,0.252,63.2239,3422.0974,,20283.123333333333,40.8,65.935,60.607
HTI,2020,1040.943,3.265,0.29,63.773,3229.4756,,40233.611666666664,46.3,67.03,60.707
HUN,2001,28292.951,59.828,5.885,72.3944,23069.21,,,100.0,76.5,68.2
HUN,2005,30606.781,60.142,5.975,72.8649,27765.79,0.3472095,,99.9,76.9,68.6
HUN,2010,27840.961,51.993,5.21,74.5189,27801.834,0.29444122,,100.0,78.1,70.5
HUN,2015,25514.334,46.567,4.733,75.6536,31485.568,0.30407092,297421.94083333336,100.0,79.0,72.3
HUN,2020,27727.523,47.105,4.832,75.7302,36119.52,,421473.1558333333,100.0,78.8,72.2
IBD,2001,,,,,,,,85.26054529,71.16172775,66.17813366
IBD,2005,,,,,,,,87.73332276,72.47866884,67.35581648
IBD,2010,,,,,,,,91.45405714,74.12865792,69.03710843
IBD,2015,,,,,,,,95.17695942,75.66056058,70.5563453
IBD,2020,,,,,,,,98.05719629,76.06968912,70.71659581
IBT,2001,,,,,,,,74.58835985,68.2462218,63.83101375
IBT,2005,,,,,,,,77.059769,69.58423604,65.01622571
IBT,2010,,,,,,,,80.64913306,71.31616662,66.67287601
IBT,2015,,,,,,,,84.80245449,72.83170693,68.04658166
IBT,2020,,,,,,,,88.91215243,73.38406964,68.28851477
IDA,2001,,,,,,,,37.14226403,58.20620443,55.61902628
IDA,2005,,,,,,,,41.52243001,60.13182164,57.232566
IDA,2010,,,,,,,,47.31558757,62.74387895,59.30959844
IDA,2015,,,,,,,,54.52239945,64.68050505,60.64411307
IDA,2020,,,,,,,,63.93707436,66.13609372,61.59250503
IDB,2001,,,,,,,,56.70789885,56.86010262,54.99074536
IDB,2005,,,,,,,,60.22421128,58.10862778,55.97022684
IDB,2010,,,,,,,,63.95474865,60.57952746,57.6434568
IDB,2015,,,,,,,,68.78683249,61.90394876,58.80124301
IDB,2020,,,,,,,,74.4924622,62.67939534,59.12411231
IDN,2001,5690.084,316.759,1.446,66.5826,6190.5195,0.31165913,,86.3,68.269,64.899
IDN,2005,6137.143,347.361,1.505,67.5308,7140.8545,0.2990362,,84.8,69.264,65.794
IDN,2010,7062.332,445.37,1.808,68.3642,8848.225,0.3458631,,94.2,70.152,66.571
IDN,2015,7243.953,551.16,2.105,69.5196,10893.662,0.38207534,2383291.6666666665,97.5,71.46,67.584
IDN,2020,7700.859,623.304,2.268,68.8173,12388.545,0.35335615,3723148.5583333336,97.0,71.097,66.644
IDX,2001,,,,,,,,26.50336552,58.91523672,55.96017915
IDX,2005,,,,,,,,31.30666204,61.20209592,57.92289068
IDX,2010,,,,,,,,38.21636456,63.90344554,60.23594122
IDX,2015,,,,,,,,46.7059984,66.16986732,61.67204616
IDX,2020,,,,,,,,58.23651885,67.96617098,62.94805495
IMN,2001,,,,75.2893,,,,100.0,77.562,72.968
IMN,2005,,,,77.4528,,,,100.0,79.249,75.568
IMN,2010,,,,79.6132,,,,100.0,81.157,77.986
IMN,2015,,,,80.2666,,,,100.0,81.87,78.62
IMN,2020,,,,80.5909,,,,100.0,82.739,78.507
IND,2001,3470.525,1001.198,0.929,63.1581,3188.8103,,,62.0,64.277,62.102
IND,2005,3991.09,1195.393,1.035,64.9385,3881.966,,,68.8,66.376,63.608
IND,2010,5024.514,1678.53,1.35,67.1616,5059.2827,,,76.3,68.809,65.644
IND,2015,5943.03,2231.817,1.681,69.326,6488.146,,11299415.583333334,88.0,70.94,67.827
IND,2020,6268.437,2422.732,1.727,70.1563,7399.531,,14551376.916666666,96.5,71.938,68.529
INX,2001,,,,,,,,,,
INX,2005,,,,,,,,,,
INX,2010,,,,,,,,,,
INX,2015,,,,,,,,,,
INX,2020,,,,,,,,,,
IRL,2001,47416.77,47.608,12.324,77.1003,55702.17,,,100.0,79.9,74.5
IRL,2005,45286.039,48.153,11.588,78.9093,63771.594,0.3375395,,100.0,81.3,76.7
IRL,2010,39109.176,41.791,9.167,80.5992,59285.81,0.32294828,,100.0,83.1,78.5
IRL,2015,36983.535,38.715,8.233,81.5326,81053.35,0.3182037,,100.0,83.4,79.6
IRL,2020,35440.219,35.053,7.035,82.3897,101970.81,0.2922815,,100.0,84.3,80.7
IRN,2001,22121.549,389.912,5.781,70.6188,10998.129,,,98.1,73.138,68.309
IRN,2005,27012.984,466.795,6.499,72.4463,13056.25,0.43558642,,98.4,74.758,70.299
IRN,2010,31753.65,561.496,7.253,74.3896,14737.156,,,99.4,76.433,72.462
IRN,2015,33441.367,641.959,7.77,75.9073,13905.192,0.35264045,7141902.058333334,100.0,77.84,74.072
IRN,2020,39001.859,745.596,8.499,74.1406,14397.153,0.3584293,9250118.299999999,100.0,76.238,72.217
IRQ,2001,14302.616,96.802,3.842,65.292,12529.608,,,96.9,67.811,62.664
IRQ,2005,10851.659,114.282,4.023,64.8989,10078.443,,,97.4,69.005,60.919
IRQ,2010,12635.276,113.983,3.672,68.0924,11816.841,,,98.4,70.248,65.796
IRQ,2015,12548.279,142.53,3.795,69.9771,13516.027,,6279115.941666666,99.4,72.04,67.771
IRQ,2020,14121.961,172.098,4.086,69.6506,12827.635,,7258444.008333333,100.0,72.294,66.974
ISL,2001,117890.008,2.865,10.051,80.4209,49032.37,,,100.0,83.2,78.3
ISL,2005,120969.766,2.976,10.026,81.1691,55333.227,0.29002446,,100.0,83.5,79.6
ISL,2010,177257.703,3.627,11.399,81.5939,54588.973,0.26171297,,100.0,84.1,79.8
ISL,2015,184962.188,3.541,10.699,82.1638,59978.332,0.26787972,674830.08,100.0,83.8,81.2
ISL,2020,158445.453,3.339,9.107,82.7113,59627.242,,543652.4808333333,100.0,84.6,81.6
ISR,2001,36296.309,63.024,10.068,79.4787,32590.229,0.38947663,,100.0,81.2,77.7
ISR,2005,36362.043,56.528,8.402,80.3935,33512.89,0.42267624,,100.0,82.2,78.2
ISR,2010,36127.887,68.287,9.308,81.9742,37722.41,0.42559466,,100.0,83.6,79.7
ISR,2015,34152.93,62.936,7.815,82.2538,40967.37,0.3971953,,100.0,84.1,80.1
ISR,2020,32400.561,59.285,6.737,82.6997,42915.94,0.37773558,,100.0,84.8,80.6
ITA,2001,36587.238,469.679,8.196,79.8849,51332.29,,,100.0,83.2,77.2
ITA,2005,37986.055,501.365,8.567,81.0201,51585.645,0.33831015,,100.0,83.6,78.1
ITA,2010,34277.383,435.672,7.241,82.1319,49301.695,0.34716856,,100.0,84.7,79.5
ITA,2015,30350.098,361.244,5.964,82.5211,47311.824,0.35390204,4192852.5425,100.0,84.9,80.3
ITA,2020,27764.1,302.6,5.051,82.1814,45505.07,0.3524098,4637126.383333334,100.0,84.5,80.0
JAM,2001,16758.963,10.576,4.03,71.2872,9585.314,,,87.7,73.217,69.384
JAM,2005,16972.77,10.413,3.875,71.4929,10119.534,,,88.0,73.956,69.125
JAM,2010,11906.298,7.677,2.793,71.9789,9654.072,,,92.2,74.44,69.58
JAM,2015,12817.319,7.966,2.843,72.2144,9778.118,,,94.9,74.332,70.1
JAM,2020,10243.315,6.866,2.425,71.4519,9178.32,,,99.7,74.014,68.925
JEY,2001,,,,78.6317,,,,,,
JEY,2005,,,,79.684,,,,,,
JEY,2010,,,,80.54,,,,,,
JEY,2015,,,,80.5257,,,,,,
JEY,2020,,,,79.4471,,,,,,
JOR,2001,11567.317,15.858,2.884,72.1412,8339.786,,,99.0,74.292,70.284
JOR,2005,14256.021,20.79,3.448,72.9772,9839.688,,,99.0,75.169,71.082
JOR,2010,12214.424,20.838,2.856,73.7973,10953.538,0.3365573,,100.0,76.02,71.891
JOR,2015,11395.772,25.799,2.703,75.06,9581.689,,401335.5516666667,99.9,77.295,73.125
JOR,2020,9092.58,20.622,1.898,75.5831,9022.64,,653674.1858333334,99.9,78.252,73.371
JPN,2001,48606.785,1245.935,9.79,81.5101,39062.28,,,100.0,84.93,78.07
JPN,2005,49673.781,1286.412,10.057,82.0073,41075.824,,,100.0,85.52,78.56
JPN,2010,46675.965,1211.09,9.448,82.916,40881.797,0.3149226,,100.0,86.3,79.55
JPN,2015,42138.883,1219.982,9.585,83.8832,43386.71,0.3070093,2849332.1841666666,100.0,86.99,80.75
JPN,2020,38203.234,1037.285,8.213,84.6703,42992.48,0.32339275,3035770.6191666666,100.0,87.71,81.56
KAZ,2001,26720.916,138.036,8.862,64.1081,14612.029,0.35964486,,99.7,69.963,58.464
KAZ,2005,31602.148,198.449,12.428,65.3556,20565.53,0.3982598,,100.0,71.311,59.616
KAZ,2010,36301.25,248.093,14.735,68.2575,26374.84,0.27954513,,100.0,73.776,62.785
KAZ,2015,35163.98,303.052,16.758,72.0242,30893.76,0.26803666,3604028.2383333333,100.0,76.482,67.234
KAZ,2020,37775.098,281.789,14.464,71.1952,32011.549,0.2868392,5283243.375,100.0,75.468,66.811
KEN,2001,1260.536,9.224,0.292,56.5005,3778.2585,,,17.0,57.261,55.665
KEN,2005,1259.571,8.454,0.236,58.5098,3844.7356,0.4644277,,24.5,59.517,57.433
KEN,2010,1447.066,11.857,0.285,60.9149,4211.5244,,,19.2,62.575,59.246
KEN,2015,1671.834,15.212,0.323,62.279,4679.622,0.4077488,367623.6766666667,41.6,64.344,60.27
KEN,2020,1565.244,19.99,0.383,61.5958,5057.4014,0.36246458,846489.775,71.5,64.24,59.145
KGZ,2001,8168.094,3.857,0.76,65.3191,3795.8906,0.3016398,,99.5,72.6,65.0
KGZ,2005,6315.175,5.519,1.052,65.7894,4156.9585,0.32561347,,99.4,71.9,64.2
KGZ,2010,7097.605,6.356,1.157,67.5214,4876.4795,0.30133805,,99.0,73.5,65.3
KGZ,2015,7767.007,10.265,1.71,69.3094,5600.2144,0.2899777,267341.73,98.7,74.8,66.7
KGZ,2020,6303.331,8.348,1.253,69.136,5537.7954,0.28989273,449105.0116666667,99.9,76.0,67.8
KHM,2001,744.978,2.235,0.177,60.4566,2032.0809,,,9.5,62.478,58.214
KHM,2005,890.321,2.209,0.164,64.1128,2781.8904,,,20.5,66.101,61.911
KHM,2010,1574.503,5.067,0.349,67.3108,3711.5376,,,31.1,69.364,65.056
KHM,2015,2045.985,8.186,0.524,69.3977,4968.5728,,92797.19083333334,62.7,71.717,66.893
KHM,2020,3623.198,20.991,1.255,70.0594,6128.782,,245005.96166666667,86.4,72.657,67.296
KIR,2001,1374.108,0.033,0.365,64.9179,2357.5818,,,57.3,66.556,63.145
KIR,2005,2699.894,0.048,0.486,65.5174,2183.7812,,,69.7,67.126,63.767
KIR,2010,2403.071,0.059,0.539,65.8595,2119.6401,,,63.2,67.442,64.112
KIR,2015,2194.337,0.059,0.502,65.831,2615.8413,,,90.6,67.426,64.035
KIR,2020,2469.272,0.07,0.552,65.2046,2834.6858,,,91.0,67.129,63.054
KNA,2001,17429.004,0.176,3.841,69.7671,20648.79,,,93.5,73.01,66.773
KNA,2005,18965.34,0.194,4.18,71.151,22612.713,,,96.5,74.428,68.109
KNA,2010,21205.156,0.22,4.69,71.4516,24997.566,,,99.8,74.718,68.466
KNA,2015,22423.354,0.231,4.9,71.2112,28729.566,,,100.0,75.091,67.764
KNA,2020,22419.523,0.242,5.157,71.1814,26736.928,,,100.0,75.384,67.464
KOR,2001,49220.004,455.631,9.685,76.9195,26128.39,,,100.0,80.1,72.9
KOR,2005,55225.688,498.688,10.422,78.4486,31319.11,,,100.0,81.6,74.9
KOR,2010,62667.078,594.339,12.187,80.7172,37610.973,0.32021224,,100.0,83.6,76.8
KOR,2015,65128.629,634.177,12.439,82.5404,42459.902,,1606087.4199999918,100.0,85.2,79.0
KOR,2020,65364.66,597.634,11.524,83.6752,46361.598,0.32708606,2020822.0508333333,100.0,86.5,80.5
KWT,2001,109468.047,59.119,29.44,76.0366,59099.664,,,100.0,78.428,74.438
KWT,2005,152614.953,74.615,33.358,76.4639,78193.9,,,100.0,78.868,74.832
KWT,2010,137605.688,89.721,30.482,77.4995,62956.215,,,100.0,79.502,76.035
KWT,2015,122226.82,93.317,24.337,79.2194,57763.516,,,100.0,80.718,78.099
