iso3,year,energy_per_capita,co2,co2_per_capita,life_expectancy,gdp_per_capita,gini,night_lights,electricity_access_pct,life_exp_female,life_exp_male
POL,2001,26419.02,313.267,8.191,74.1771,18800.602,,,100.0,78.4,70.2
POL,2005,27854.562,322.577,8.461,75.127,21568.947,0.35808384,,99.8,79.4,70.8
POL,2010,30377.77,334.028,8.768,76.2823,27112.133,0.3321481,,100.0,80.6,72.1
POL,2015,28824.684,312.549,8.168,77.5894,31700.37,0.3175091,1643413.7083333333,100.0,81.6,73.5
POL,2020,29845.576,302.102,7.914,76.5951,37852.8,0.284626,1948944.0166666666,100.0,80.6,72.4
PRE,2001,,,,,,,,26.18499097,53.57064812,50.93763328
PRE,2005,,,,,,,,29.75295059,55.75405369,52.98871604
PRE,2010,,,,,,,,32.71960372,58.52423998,55.71669245
PRE,2015,,,,,,,,40.11966867,60.55125053,57.33548746
PRE,2020,,,,,,,,48.38657662,62.50967861,58.55656445
PRI,2001,36863.973,,,75.9715,39568.555,,,100.0,79.867,72.067
PRI,2005,39673.668,,,76.7028,42555.707,,,100.0,80.267,73.086
PRI,2010,26313.461,,,78.7174,40777.688,,,100.0,82.179,75.202
PRI,2015,26457.244,,,80.6775,41737.605,,,100.0,84.04,77.214
PRI,2020,21308.721,,,80.009,40171.387,,,100.0,83.951,76.021
PRK,2001,12439.409,71.668,3.009,60.8926,,,,,63.914,57.579
PRK,2005,12027.496,75.01,3.075,69.1675,,,,,72.813,65.273
PRK,2010,8815.306,65.355,2.616,70.2456,,,,29.3,73.257,67.008
PRK,2015,4766.551,31.278,1.223,72.8253,,,,40.0,74.992,70.435
PRK,2020,8332.396,65.577,2.509,72.7826,,,,50.5,75.691,69.851
PRT,2001,28855.48,65.187,6.296,77.1517,35500.227,,,100.0,80.4,73.4
PRT,2005,28398.053,69.64,6.63,78.3169,35870.31,0.38480073,,100.0,81.4,74.9
PRT,2010,28747.137,52.89,5.0,80.1149,36703.113,0.35844672,,100.0,82.1,76.1
PRT,2015,27918.615,52.233,5.037,81.3213,35803.355,0.355233,973223.06,100.0,84.3,78.1
PRT,2020,25577.227,41.738,4.025,81.3664,36852.227,0.3466863,966957.7141666667,100.0,84.3,78.5
PRY,2001,3921.142,3.687,0.711,70.2808,9749.259,0.5462631,,91.0,72.559,68.106
PRY,2005,4012.88,3.772,0.692,71.3174,10290.101,0.5138112,,94.7,73.744,69.01
PRY,2010,5318.663,5.011,0.873,72.5506,12738.576,0.5098244,,97.4,75.257,70.004
PRY,2015,6838.856,6.045,0.982,73.4535,14427.601,0.47605732,534539.9925,99.3,76.517,70.579
PRY,2020,7560.722,7.444,1.127,72.7197,14991.66,0.43481943,976106.2575,99.7,76.063,69.652
PSE,2001,2412.255,1.345,0.415,69.75,3996.5088,,,99.1,72.585,67.077
PSE,2005,4070.384,2.737,0.769,72.0041,4885.0728,0.34742624,,99.6,73.869,70.188
PSE,2010,3223.273,2.034,0.506,73.3018,5432.2437,0.3529443,,99.9,75.104,71.552
PSE,2015,4048.881,3.001,0.664,74.5773,6072.6504,,,99.9,76.733,72.512
PSE,2020,4169.677,3.327,0.656,74.9978,5423.6826,,,100.0,77.603,72.573
PSS,2001,,,,,,,,56.63281344,69.65851699,64.7764116
PSS,2005,,,,,,,,62.24143705,69.69997509,65.10683202
PSS,2010,,,,,,,,71.79612527,70.25328528,65.84403637
PSS,2015,,,,,,,,78.5477895,70.40966889,66.0896833
PSS,2020,,,,,,,,86.19398113,70.69073162,66.28185598
PST,2001,,,,,,,,99.72555931,80.81331117,74.62068301
PST,2005,,,,,,,,99.80642107,81.48724483,75.50153863
PST,2010,,,,,,,,99.88015241,82.56569428,76.9318785
PST,2015,,,,,,,,99.94473419,83.17735403,77.82903395
PST,2020,,,,,,,,99.99724013,82.91719135,77.34448369
PYF,2001,15151.723,0.769,3.152,79.3158,,,,100.0,81.907,76.887
PYF,2005,16608.207,0.832,3.205,79.9511,,,,100.0,82.616,77.474
PYF,2010,17061.68,0.923,3.412,81.1407,,,,100.0,83.856,78.674
PYF,2015,15856.865,0.846,3.046,82.3393,,,,100.0,84.998,79.917
PYF,2020,11563.835,0.832,2.979,82.4588,,,,100.0,85.448,79.855
QAT,2001,191224.109,45.914,67.727,75.4858,92115.83,,,100.0,76.388,74.899
QAT,2005,270994.062,47.682,57.767,76.9088,107784.52,,,100.0,77.918,76.21
QAT,2010,196229.125,73.651,43.09,79.4438,129045.01,,,100.0,80.533,78.742
QAT,2015,245300.703,93.31,38.441,81.785,123070.89,,,100.0,82.837,81.093
QAT,2020,183125.625,101.329,36.145,80.4095,103061.914,,,100.0,82.165,79.421
REU,2001,13327.377,,,77.145,,,,,,
REU,2005,14071.956,,,77.9525,,,,,,
REU,2010,15003.734,,,80.474,,,,,,
REU,2015,0.0,,,81.9118,,,,,,
REU,2020,0.0,,,82.5765,,,,,,
ROU,2001,19393.592,98.928,4.513,71.1223,15846.603,,,94.6,74.9,67.6
ROU,2005,21705.629,101.337,4.777,71.5808,20568.717,,,95.6,75.6,68.4
ROU,2010,19401.607,84.488,4.135,73.5793,24900.23,0.35471106,,97.1,77.3,69.8
ROU,2015,19180.529,78.046,3.928,74.7371,29178.744,0.3591363,655106.7408333333,98.8,78.6,71.4
ROU,2020,19053.244,73.946,3.813,74.0464,35482.195,0.34570205,938524.7083333334,100.0,78.3,70.4
RUS,2001,50153.344,1518.081,10.389,65.0151,21219.904,0.36924985,,97.9,72.17,58.92
RUS,2005,51894.988,1563.98,10.816,65.2185,27656.658,0.41265598,,98.0,72.47,58.92
RUS,2010,54290.25,1633.147,11.346,68.1526,33063.586,0.39548978,,99.3,74.88,63.09
RUS,2015,54577.719,1635.244,11.254,71.3449,35037.152,0.37710539,51874396.54416666,95.5,76.71,65.92
RUS,2020,55172.816,1631.902,11.149,71.1705,36376.336,0.36068243,54155260.15,99.9,76.43,66.49
RWA,2001,322.999,0.519,0.063,49.4897,1093.1841,,,4.7,50.888,47.956
RWA,2005,289.584,0.514,0.057,56.9683,1360.2959,0.5202114,,4.8,58.444,55.309
RWA,2010,305.013,0.581,0.056,62.804,1779.1586,0.47221914,,9.7,64.476,60.927
RWA,2015,390.747,0.967,0.083,65.4188,2238.5393,,24378.66916666667,22.8,67.386,63.226
RWA,2020,439.896,1.394,0.107,66.9534,2520.3174,,50180.54666666667,45.2,69.063,64.638
SAS,2001,,,,,,,,58.34852132,64.42719612,62.17680706
SAS,2005,,,,,,,,65.85364602,66.5977086,63.77920435
SAS,2010,,,,,,,,74.07657363,69.04180494,65.80043805
SAS,2015,,,,,,,,86.53277846,71.19876368,67.94853757
SAS,2020,,,,,,,,96.40136174,72.19451344,68.68516426
SAU,2001,83463.625,324.374,19.034,72.9505,53309.113,,,100.0,74.689,71.55
SAU,2005,88089.555,412.234,20.05,74.4004,54931.793,,,100.0,76.359,72.985
SAU,2010,97432.062,555.64,22.087,75.6161,54911.547,,,100.0,78.038,74.113
SAU,2015,101972.836,624.547,20.836,77.7762,58498.54,,,100.0,79.678,76.583
SAU,2020,93196.031,653.565,21.089,77.5962,57420.734,,,100.0,80.055,76.014
SDN,2001,1082.418,6.018,0.211,59.2641,3701.5488,,,29.4,61.911,56.85
SDN,2005,1593.218,10.558,0.338,57.2263,4152.3228,,,30.5,61.071,53.81
SDN,2010,2158.835,15.07,0.426,62.9792,4219.837,,,36.0,65.659,60.572
SDN,2015,1915.483,14.247,0.356,64.3746,4159.1943,,858104.7766666667,48.0,67.342,61.688
SDN,2020,1732.916,19.8,0.423,65.1237,3401.2498,,2474115.42,59.7,68.153,62.413
SEN,2001,2123.862,4.258,0.417,58.158,3149.331,0.41229436,,38.9,59.736,56.559
SEN,2005,2171.313,5.539,0.493,60.9801,3301.8208,0.39212894,,47.1,62.591,59.345
SEN,2010,2088.496,6.862,0.543,64.2214,3403.5671,,,56.5,66.18,62.264
SEN,2015,2501.015,9.845,0.675,66.4511,3593.7947,,146663.6925,60.5,68.336,64.589
SEN,2020,2213.908,10.82,0.644,67.4961,4018.0413,,334749.54250000004,64.3,69.693,65.485
SGP,2001,121648.578,38.525,9.359,78.2668,65784.4,,,100.0,80.3,76.3
SGP,2005,127052.867,39.6,9.278,80.2706,81841.16,,,100.0,82.5,77.6
SGP,2010,156004.969,44.4,8.745,81.6472,95456.19,,,100.0,84.0,79.2
SGP,2015,164989.938,49.4,8.941,82.7479,108953.73,,,100.0,85.1,80.5
SGP,2020,162518.469,46.7,8.309,83.6607,115893.04,,,100.0,85.9,81.3
SHN,2001,8663.092,0.011,1.843,76.0621,,,,,,
SHN,2005,7808.179,0.011,1.973,77.1658,,,,,,
SHN,2010,8232.923,0.011,2.054,76.5108,,,,,,
SHN,2015,7151.98,0.011,1.988,75.1995,,,,,,
SHN,2020,8225.947,0.011,2.017,76.8925,,,,,,
SLB,2001,2460.122,0.238,0.53,67.2365,2055.2922,,,7.6,69.811,65.157
SLB,2005,2692.756,0.282,0.584,67.79,2287.26,0.46087635,,19.2,70.133,65.843
SLB,2010,2920.622,0.333,0.626,68.6694,2682.2854,,,35.4,70.687,66.941
SLB,2015,2167.427,0.297,0.464,69.3234,2664.7305,,7080.799166666667,55.1,70.907,67.928
SLB,2020,1751.858,0.293,0.394,69.2577,2515.1284,,27170.2175,72.9,70.977,67.776
SLE,2001,495.196,0.374,0.08,45.4476,1750.9247,,,8.5,46.612,44.276
SLE,2005,393.414,0.432,0.079,48.306,2298.7239,,,11.3,49.18,47.412
SLE,2010,437.286,0.546,0.088,51.9272,2461.981,,,11.5,52.891,50.941
SLE,2015,585.57,1.084,0.154,55.454,2630.535,,44090.005000000005,19.7,56.338,54.54
SLE,2020,580.419,1.187,0.15,59.6935,2755.1025,,97549.0775,26.3,61.202,58.186
SLV,2001,4427.621,5.829,0.977,67.9645,7580.323,0.5134626,,87.1,72.505,63.382
SLV,2005,4925.646,6.262,1.043,69.3356,8050.5347,0.48471633,,87.5,74.024,64.53
SLV,2010,5024.559,6.287,1.036,70.9088,8648.93,0.4351326,,91.6,75.186,66.381
SLV,2015,5442.924,6.637,1.073,70.9524,9646.154,0.40551814,63622.865,95.4,75.666,65.986
SLV,2020,5385.475,6.135,0.984,70.2436,9692.449,,79626.78833333333,99.7,74.716,65.467
SMR,2001,,,,80.8028,80420.77,,,100.0,82.944,78.531
SMR,2005,,,,81.9256,81632.17,,,100.0,83.871,79.814
SMR,2010,,,,83.4638,68669.25,,,100.0,85.327,81.395
SMR,2015,,,,84.5959,59647.66,,,100.0,86.266,82.74
SMR,2020,,,,82.6495,55998.07,,,100.0,85.115,80.262
SOM,2001,327.818,0.542,0.059,50.8291,723.1202,,,4.7,52.267,49.407
SOM,2005,309.434,0.649,0.061,50.8937,830.50916,,,15.0,52.42,49.393
SOM,2010,277.696,0.777,0.063,48.8996,994.86847,,,52.3,50.797,47.07
SOM,2015,256.091,0.923,0.067,55.0555,1343.443,,,51.2,57.135,53.037
SOM,2020,191.22,1.14,0.068,57.0948,1396.0535,,,49.9,59.176,55.076
SPM,2001,44953.785,0.055,8.725,75.1069,,,,,,
SPM,2005,56694.363,0.062,10.146,75.8029,,,,,,
SPM,2010,62079.117,0.062,10.301,76.3546,,,,,,
SPM,2015,67376.93,0.066,11.045,76.4825,,,,,,
SPM,2020,49460.719,0.062,10.644,76.6183,,,,,,
SRB,2001,,42.541,5.56,72.2745,11878.513,,,99.8,75.0,69.6
SRB,2005,,50.058,6.64,73.1151,15076.717,,,99.7,75.6,70.2
SRB,2010,24183.061,45.694,6.178,74.3762,17840.436,,,99.7,77.0,71.8
SRB,2015,23759.654,43.897,6.116,75.653,18246.79,0.40460244,422216.695,99.9,77.9,72.8
SRB,2020,25773.639,45.356,6.566,74.5065,21477.877,0.3495087,547266.9808333333,100.0,77.5,71.6
SSA,2001,,,,,,,,27.94217377,53.3912587,50.69493249
SSA,2005,,,,,,,,31.08793481,55.11577625,52.54725427
SSA,2010,,,,,,,,34.21042533,58.25525409,55.35254326
SSA,2015,,,,,,,,40.34340266,60.63281862,57.21922696
SSA,2020,,,,,,,,48.25085173,62.64826338,58.64290634
SSD,2001,,0.511,0.081,48.5505,,,,,49.512,47.502
SSD,2005,,0.882,0.116,53.9646,,,,,54.473,53.393
SSD,2010,,1.27,0.13,57.4848,,,,1.5,58.546,56.369
SSD,2015,720.266,1.913,0.172,39.7565,,,,4.8,42.868,36.935
SSD,2020,628.459,1.707,0.16,57.6479,,,,7.3,60.46,54.843
SSF,2001,,,,,,,,26.1606628,53.26504336,50.70516015
